SalesOrderID,SumofLineTotal,LineTotalCount,AvgLineTotal,MinLineTotal,MaxLineTotal
43743,3399.990000,1,3399.990000,3399.990000,3399.990000
43744,3578.270000,1,3578.270000,3578.270000,3578.270000
43745,3578.270000,1,3578.270000,3578.270000,3578.270000
43746,3578.270000,1,3578.270000,3578.270000,3578.270000
43747,3578.270000,1,3578.270000,3578.270000,3578.270000
43748,3578.270000,1,3578.270000,3578.270000,3578.270000
43749,3578.270000,1,3578.270000,3578.270000,3578.270000
43750,3578.270000,1,3578.270000,3578.270000,3578.270000
43751,3578.270000,1,3578.270000,3578.270000,3578.270000
43752,3578.270000,1,3578.270000,3578.270000,3578.270000
43753,3578.270000,1,3578.270000,3578.270000,3578.270000
43754,3578.270000,1,3578.270000,3578.270000,3578.270000
43755,3578.270000,1,3578.270000,3578.270000,3578.270000
43756,699.098200,1,699.098200,699.098200,699.098200
43757,3374.990000,1,3374.990000,3374.990000,3374.990000
43758,3578.270000,1,3578.270000,3578.270000,3578.270000
43759,3578.270000,1,3578.270000,3578.270000,3578.270000
43760,3578.270000,1,3578.270000,3578.270000,3578.270000
43761,3578.270000,1,3578.270000,3578.270000,3578.270000
43762,3578.270000,1,3578.270000,3578.270000,3578.270000
43763,3578.270000,1,3578.270000,3578.270000,3578.270000
43764,3578.270000,1,3578.270000,3578.270000,3578.270000
43765,3399.990000,1,3399.990000,3399.990000,3399.990000
43766,3578.270000,1,3578.270000,3578.270000,3578.270000
43767,3374.990000,1,3374.990000,3374.990000,3374.990000
43768,3578.270000,1,3578.270000,3578.270000,3578.270000
43769,3578.270000,1,3578.270000,3578.270000,3578.270000
43770,3578.270000,1,3578.270000,3578.270000,3578.270000
43771,699.098200,1,699.098200,699.098200,699.098200
43772,3578.270000,1,3578.270000,3578.270000,3578.270000
43773,3578.270000,1,3578.270000,3578.270000,3578.270000
43774,3578.270000,1,3578.270000,3578.270000,3578.270000
43775,3399.990000,1,3399.990000,3399.990000,3399.990000
43776,3578.270000,1,3578.270000,3578.270000,3578.270000
43777,3578.270000,1,3578.270000,3578.270000,3578.270000
43778,3399.990000,1,3399.990000,3399.990000,3399.990000
43779,699.098200,1,699.098200,699.098200,699.098200
43780,3578.270000,1,3578.270000,3578.270000,3578.270000
43781,3578.270000,1,3578.270000,3578.270000,3578.270000
43782,3578.270000,1,3578.270000,3578.270000,3578.270000
43783,3578.270000,1,3578.270000,3578.270000,3578.270000
43784,3578.270000,1,3578.270000,3578.270000,3578.270000
43785,3578.270000,1,3578.270000,3578.270000,3578.270000
43786,3578.270000,1,3578.270000,3578.270000,3578.270000
43787,3399.990000,1,3399.990000,3399.990000,3399.990000
43788,3374.990000,1,3374.990000,3374.990000,3374.990000
43789,3374.990000,1,3374.990000,3374.990000,3374.990000
43790,3399.990000,1,3399.990000,3399.990000,3399.990000
43791,3578.270000,1,3578.270000,3578.270000,3578.270000
43792,3578.270000,1,3578.270000,3578.270000,3578.270000
43793,3399.990000,1,3399.990000,3399.990000,3399.990000
43794,3399.990000,1,3399.990000,3399.990000,3399.990000
43795,3578.270000,1,3578.270000,3578.270000,3578.270000
43796,699.098200,1,699.098200,699.098200,699.098200
43797,3578.270000,1,3578.270000,3578.270000,3578.270000
43798,3578.270000,1,3578.270000,3578.270000,3578.270000
43799,3578.270000,1,3578.270000,3578.270000,3578.270000
43800,3578.270000,1,3578.270000,3578.270000,3578.270000
43801,3578.270000,1,3578.270000,3578.270000,3578.270000
43802,3578.270000,1,3578.270000,3578.270000,3578.270000
43803,3578.270000,1,3578.270000,3578.270000,3578.270000
43804,3578.270000,1,3578.270000,3578.270000,3578.270000
43805,699.098200,1,699.098200,699.098200,699.098200
43806,3578.270000,1,3578.270000,3578.270000,3578.270000
43807,3578.270000,1,3578.270000,3578.270000,3578.270000
43808,3578.270000,1,3578.270000,3578.270000,3578.270000
43809,3578.270000,1,3578.270000,3578.270000,3578.270000
43810,3399.990000,1,3399.990000,3399.990000,3399.990000
43811,3399.990000,1,3399.990000,3399.990000,3399.990000
43812,3578.270000,1,3578.270000,3578.270000,3578.270000
43813,3374.990000,1,3374.990000,3374.990000,3374.990000
43814,3374.990000,1,3374.990000,3374.990000,3374.990000
43815,3578.270000,1,3578.270000,3578.270000,3578.270000
43816,3578.270000,1,3578.270000,3578.270000,3578.270000
43817,3578.270000,1,3578.270000,3578.270000,3578.270000
43818,3578.270000,1,3578.270000,3578.270000,3578.270000
43819,3399.990000,1,3399.990000,3399.990000,3399.990000
43820,3578.270000,1,3578.270000,3578.270000,3578.270000
43821,3578.270000,1,3578.270000,3578.270000,3578.270000
43822,3578.270000,1,3578.270000,3578.270000,3578.270000
43823,699.098200,1,699.098200,699.098200,699.098200
43824,699.098200,1,699.098200,699.098200,699.098200
43825,3578.270000,1,3578.270000,3578.270000,3578.270000
43826,3374.990000,1,3374.990000,3374.990000,3374.990000
43827,699.098200,1,699.098200,699.098200,699.098200
43828,3578.270000,1,3578.270000,3578.270000,3578.270000
43829,3578.270000,1,3578.270000,3578.270000,3578.270000
43830,3578.270000,1,3578.270000,3578.270000,3578.270000
43831,3374.990000,1,3374.990000,3374.990000,3374.990000
43832,3578.270000,1,3578.270000,3578.270000,3578.270000
43833,3578.270000,1,3578.270000,3578.270000,3578.270000
43834,3374.990000,1,3374.990000,3374.990000,3374.990000
43835,3374.990000,1,3374.990000,3374.990000,3374.990000
43836,699.098200,1,699.098200,699.098200,699.098200
43837,3374.990000,1,3374.990000,3374.990000,3374.990000
43838,3578.270000,1,3578.270000,3578.270000,3578.270000
43839,3578.270000,1,3578.270000,3578.270000,3578.270000
43840,699.098200,1,699.098200,699.098200,699.098200
43841,3578.270000,1,3578.270000,3578.270000,3578.270000
43842,3578.270000,1,3578.270000,3578.270000,3578.270000
43843,32940.155600,10,3294.015560,11.400000,10124.970000
43844,20249.940000,4,5062.485000,2024.994000,8099.976000
43845,8580.073900,10,858.007390,20.746000,4293.924000
43846,919.520100,4,229.880025,5.186500,551.814600
43847,908.820900,3,302.940300,5.186500,874.794000
43848,18269.946000,5,3653.989200,2024.994000,8099.976000
43849,20544.701500,11,1867.700136,20.186500,4079.988000
43850,10183.795200,11,925.799563,178.580800,2624.382000
43851,6783.767900,12,565.313991,5.186500,2146.962000
43852,2024.994000,1,2024.994000,2024.994000,2024.994000
43853,26354.922000,6,4392.487000,2039.994000,8099.976000
43854,1749.588000,1,1749.588000,1749.588000,1749.588000
43855,10993.351600,13,845.642430,178.580800,2146.962000
43856,2036.394000,2,1018.197000,11.400000,2024.994000
43857,7186.537100,14,513.324078,15.559500,2624.382000
43858,13694.349400,13,1053.411492,178.580800,4293.924000
43859,3911.599100,4,977.899775,28.840400,2624.382000
43860,10993.394200,12,916.116183,178.580800,4293.924000
43861,23401.106200,27,866.707637,46.678500,2624.382000
43862,31000.780400,9,3444.531155,22.800000,8159.976000
43863,1718.898300,4,429.724575,5.186500,874.794000
43864,38474.357200,9,4274.928577,714.704300,10199.970000
43865,13196.054800,14,942.575342,15.559500,2624.382000
43866,4076.388000,3,1358.796000,11.400000,2039.994000
43867,32673.044600,18,1815.169144,11.400000,8159.976000
43868,2146.962000,1,2146.962000,2146.962000,2146.962000
43869,49193.986400,10,4919.398640,714.704300,10199.970000
43870,4316.986400,5,863.397280,86.521200,1258.376700
43871,9398.897200,14,671.349800,5.186500,2624.382000
43872,11584.459000,16,724.028687,20.186500,2624.382000
43873,41250.439100,28,1473.229967,28.840400,5248.764000
43874,419.458900,1,419.458900,419.458900,419.458900
43875,121761.939600,21,5798.187600,10.373000,24938.476108
43876,7135.264900,8,891.908112,367.876400,1749.588000
43877,20628.574500,10,2062.857450,20.186500,8159.976000
43878,4079.988000,2,2039.994000,2039.994000,2039.994000
43879,21718.763864,26,835.337071,28.840400,2624.382000
43880,15479.550000,13,1190.734615,178.580800,4293.924000
43881,38816.805550,8,4852.100693,57.680800,10199.970000
43882,2024.994000,1,2024.994000,2024.994000,2024.994000
43883,18320.689400,17,1077.687611,10.373000,4293.924000
43884,115696.331324,22,5258.924151,22.800000,27055.760424
43885,68.400000,2,34.200000,22.800000,45.600000
43886,17358.010100,21,826.571909,20.186500,4293.924000
43887,419.458900,1,419.458900,419.458900,419.458900
43888,14432.817400,14,1030.915528,183.938200,4373.970000
43889,2082.674800,2,1041.337400,57.680800,2024.994000
43890,75191.959900,13,5783.996915,22.800000,16199.952000
43891,32569.104000,9,3618.789333,11.400000,6119.982000
43892,16544.546100,13,1272.657392,15.559500,4293.924000
43893,419.458900,1,419.458900,419.458900,419.458900
43894,32492.604000,7,4641.800571,17.100000,10124.970000
43895,32459.927800,15,2163.995186,31.119000,8099.976000
43896,4345.826800,5,869.165360,115.361600,1677.835600
43897,51235.009100,14,3659.643507,15.559500,12239.964000
43898,50948.916100,28,1819.604146,36.305500,8747.940000
43899,11942.596500,13,918.661269,57.680800,2146.962000
43900,34628.298000,9,3847.588666,22.800000,8159.976000
43901,22717.595400,10,2271.759540,20.186500,6119.982000
43902,52803.447700,20,2640.172385,10.373000,12149.964000
43903,20.186500,1,20.186500,20.186500,20.186500
43904,11361.270600,12,946.772550,178.580800,4293.924000
43905,9880.266600,11,898.206054,178.580800,2146.962000
43906,32971.323000,14,2355.094500,20.186500,10124.970000
43907,14660.302400,22,666.377381,10.373000,2146.962000
43908,2561.540800,3,853.846933,57.680800,2146.962000
43909,25493.321500,9,2832.591277,11.400000,6074.982000
43910,19411.933600,16,1213.245850,178.580800,4293.924000
43911,19734.866500,15,1315.657766,10.373000,4293.924000
43912,13078.269900,16,817.391868,20.186500,2624.382000
43913,36724.097400,12,3060.341450,10.373000,10124.970000
43914,8152.776000,5,1630.555200,22.800000,2039.994000
43915,4049.988000,1,4049.988000,4049.988000,4049.988000
43916,39450.788400,14,2817.913457,10.373000,12149.964000
43917,21356.159300,14,1525.439950,20.746000,6123.558000
43918,3578.270000,1,3578.270000,3578.270000,3578.270000
43919,3578.270000,1,3578.270000,3578.270000,3578.270000
43920,3578.270000,1,3578.270000,3578.270000,3578.270000
43921,3578.270000,1,3578.270000,3578.270000,3578.270000
43922,3578.270000,1,3578.270000,3578.270000,3578.270000
43923,3578.270000,1,3578.270000,3578.270000,3578.270000
43924,3578.270000,1,3578.270000,3578.270000,3578.270000
43925,3578.270000,1,3578.270000,3578.270000,3578.270000
43926,3374.990000,1,3374.990000,3374.990000,3374.990000
43927,3578.270000,1,3578.270000,3578.270000,3578.270000
43928,3578.270000,1,3578.270000,3578.270000,3578.270000
43929,699.098200,1,699.098200,699.098200,699.098200
43930,3578.270000,1,3578.270000,3578.270000,3578.270000
43931,3578.270000,1,3578.270000,3578.270000,3578.270000
43932,3578.270000,1,3578.270000,3578.270000,3578.270000
43933,3399.990000,1,3399.990000,3399.990000,3399.990000
43934,3399.990000,1,3399.990000,3399.990000,3399.990000
43935,699.098200,1,699.098200,699.098200,699.098200
43936,3578.270000,1,3578.270000,3578.270000,3578.270000
43937,3578.270000,1,3578.270000,3578.270000,3578.270000
43938,3578.270000,1,3578.270000,3578.270000,3578.270000
43939,3578.270000,1,3578.270000,3578.270000,3578.270000
43940,699.098200,1,699.098200,699.098200,699.098200
43941,3578.270000,1,3578.270000,3578.270000,3578.270000
43942,3578.270000,1,3578.270000,3578.270000,3578.270000
43943,699.098200,1,699.098200,699.098200,699.098200
43944,3399.990000,1,3399.990000,3399.990000,3399.990000
43945,3578.270000,1,3578.270000,3578.270000,3578.270000
43946,3578.270000,1,3578.270000,3578.270000,3578.270000
43947,3578.270000,1,3578.270000,3578.270000,3578.270000
43948,3399.990000,1,3399.990000,3399.990000,3399.990000
43949,3578.270000,1,3578.270000,3578.270000,3578.270000
43950,3578.270000,1,3578.270000,3578.270000,3578.270000
43951,3578.270000,1,3578.270000,3578.270000,3578.270000
43952,3578.270000,1,3578.270000,3578.270000,3578.270000
43953,699.098200,1,699.098200,699.098200,699.098200
43954,3578.270000,1,3578.270000,3578.270000,3578.270000
43955,3578.270000,1,3578.270000,3578.270000,3578.270000
43956,3399.990000,1,3399.990000,3399.990000,3399.990000
43957,3578.270000,1,3578.270000,3578.270000,3578.270000
43958,3578.270000,1,3578.270000,3578.270000,3578.270000
43959,3374.990000,1,3374.990000,3374.990000,3374.990000
43960,3374.990000,1,3374.990000,3374.990000,3374.990000
43961,3578.270000,1,3578.270000,3578.270000,3578.270000
43962,3578.270000,1,3578.270000,3578.270000,3578.270000
43963,3578.270000,1,3578.270000,3578.270000,3578.270000
43964,3578.270000,1,3578.270000,3578.270000,3578.270000
43965,3374.990000,1,3374.990000,3374.990000,3374.990000
43966,3399.990000,1,3399.990000,3399.990000,3399.990000
43967,3578.270000,1,3578.270000,3578.270000,3578.270000
43968,3578.270000,1,3578.270000,3578.270000,3578.270000
43969,3578.270000,1,3578.270000,3578.270000,3578.270000
43970,3578.270000,1,3578.270000,3578.270000,3578.270000
43971,3578.270000,1,3578.270000,3578.270000,3578.270000
43972,3578.270000,1,3578.270000,3578.270000,3578.270000
43973,3578.270000,1,3578.270000,3578.270000,3578.270000
43974,3578.270000,1,3578.270000,3578.270000,3578.270000
43975,3578.270000,1,3578.270000,3578.270000,3578.270000
43976,3578.270000,1,3578.270000,3578.270000,3578.270000
43977,3578.270000,1,3578.270000,3578.270000,3578.270000
43978,3578.270000,1,3578.270000,3578.270000,3578.270000
43979,699.098200,1,699.098200,699.098200,699.098200
43980,3374.990000,1,3374.990000,3374.990000,3374.990000
43981,3578.270000,1,3578.270000,3578.270000,3578.270000
43982,699.098200,1,699.098200,699.098200,699.098200
43983,3578.270000,1,3578.270000,3578.270000,3578.270000
43984,3578.270000,1,3578.270000,3578.270000,3578.270000
43985,3578.270000,1,3578.270000,3578.270000,3578.270000
43986,3578.270000,1,3578.270000,3578.270000,3578.270000
43987,3578.270000,1,3578.270000,3578.270000,3578.270000
43988,3399.990000,1,3399.990000,3399.990000,3399.990000
43989,3578.270000,1,3578.270000,3578.270000,3578.270000
43990,3399.990000,1,3399.990000,3399.990000,3399.990000
43991,3578.270000,1,3578.270000,3578.270000,3578.270000
43992,3578.270000,1,3578.270000,3578.270000,3578.270000
43993,3578.270000,1,3578.270000,3578.270000,3578.270000
43994,3578.270000,1,3578.270000,3578.270000,3578.270000
43995,3578.270000,1,3578.270000,3578.270000,3578.270000
43996,3578.270000,1,3578.270000,3578.270000,3578.270000
43997,3578.270000,1,3578.270000,3578.270000,3578.270000
43998,3374.990000,1,3374.990000,3374.990000,3374.990000
43999,3578.270000,1,3578.270000,3578.270000,3578.270000
44000,3578.270000,1,3578.270000,3578.270000,3578.270000
44001,3578.270000,1,3578.270000,3578.270000,3578.270000
44002,699.098200,1,699.098200,699.098200,699.098200
44003,699.098200,1,699.098200,699.098200,699.098200
44004,3578.270000,1,3578.270000,3578.270000,3578.270000
44005,699.098200,1,699.098200,699.098200,699.098200
44006,3578.270000,1,3578.270000,3578.270000,3578.270000
44007,699.098200,1,699.098200,699.098200,699.098200
44008,3578.270000,1,3578.270000,3578.270000,3578.270000
44009,3578.270000,1,3578.270000,3578.270000,3578.270000
44010,3578.270000,1,3578.270000,3578.270000,3578.270000
44011,3578.270000,1,3578.270000,3578.270000,3578.270000
44012,3374.990000,1,3374.990000,3374.990000,3374.990000
44013,3578.270000,1,3578.270000,3578.270000,3578.270000
44014,3578.270000,1,3578.270000,3578.270000,3578.270000
44015,3578.270000,1,3578.270000,3578.270000,3578.270000
44016,3374.990000,1,3374.990000,3374.990000,3374.990000
44017,3578.270000,1,3578.270000,3578.270000,3578.270000
44018,3374.990000,1,3374.990000,3374.990000,3374.990000
44019,3578.270000,1,3578.270000,3578.270000,3578.270000
44020,3578.270000,1,3578.270000,3578.270000,3578.270000
44021,3374.990000,1,3374.990000,3374.990000,3374.990000
44022,3578.270000,1,3578.270000,3578.270000,3578.270000
44023,3374.990000,1,3374.990000,3374.990000,3374.990000
44024,3578.270000,1,3578.270000,3578.270000,3578.270000
44025,3578.270000,1,3578.270000,3578.270000,3578.270000
44026,3578.270000,1,3578.270000,3578.270000,3578.270000
44027,3578.270000,1,3578.270000,3578.270000,3578.270000
44028,3578.270000,1,3578.270000,3578.270000,3578.270000
44029,3374.990000,1,3374.990000,3374.990000,3374.990000
44030,3578.270000,1,3578.270000,3578.270000,3578.270000
44031,3578.270000,1,3578.270000,3578.270000,3578.270000
44032,3399.990000,1,3399.990000,3399.990000,3399.990000
44033,3578.270000,1,3578.270000,3578.270000,3578.270000
44034,3578.270000,1,3578.270000,3578.270000,3578.270000
44035,3578.270000,1,3578.270000,3578.270000,3578.270000
44036,3578.270000,1,3578.270000,3578.270000,3578.270000
44037,699.098200,1,699.098200,699.098200,699.098200
44038,3399.990000,1,3399.990000,3399.990000,3399.990000
44039,699.098200,1,699.098200,699.098200,699.098200
44040,3374.990000,1,3374.990000,3374.990000,3374.990000
44041,3578.270000,1,3578.270000,3578.270000,3578.270000
44042,3578.270000,1,3578.270000,3578.270000,3578.270000
44043,3578.270000,1,3578.270000,3578.270000,3578.270000
44044,3578.270000,1,3578.270000,3578.270000,3578.270000
44045,3399.990000,1,3399.990000,3399.990000,3399.990000
44046,3578.270000,1,3578.270000,3578.270000,3578.270000
44047,3399.990000,1,3399.990000,3399.990000,3399.990000
44048,3578.270000,1,3578.270000,3578.270000,3578.270000
44049,3578.270000,1,3578.270000,3578.270000,3578.270000
44050,3578.270000,1,3578.270000,3578.270000,3578.270000
44051,3578.270000,1,3578.270000,3578.270000,3578.270000
44052,3578.270000,1,3578.270000,3578.270000,3578.270000
44053,699.098200,1,699.098200,699.098200,699.098200
44054,3578.270000,1,3578.270000,3578.270000,3578.270000
44055,3578.270000,1,3578.270000,3578.270000,3578.270000
44056,3578.270000,1,3578.270000,3578.270000,3578.270000
44057,699.098200,1,699.098200,699.098200,699.098200
44058,3374.990000,1,3374.990000,3374.990000,3374.990000
44059,3578.270000,1,3578.270000,3578.270000,3578.270000
44060,699.098200,1,699.098200,699.098200,699.098200
44061,3578.270000,1,3578.270000,3578.270000,3578.270000
44062,3578.270000,1,3578.270000,3578.270000,3578.270000
44063,3399.990000,1,3399.990000,3399.990000,3399.990000
44064,3578.270000,1,3578.270000,3578.270000,3578.270000
44065,3578.270000,1,3578.270000,3578.270000,3578.270000
44066,3399.990000,1,3399.990000,3399.990000,3399.990000
44067,3578.270000,1,3578.270000,3578.270000,3578.270000
44068,3578.270000,1,3578.270000,3578.270000,3578.270000
44069,3374.990000,1,3374.990000,3374.990000,3374.990000
44070,3374.990000,1,3374.990000,3374.990000,3374.990000
44071,3578.270000,1,3578.270000,3578.270000,3578.270000
44072,3578.270000,1,3578.270000,3578.270000,3578.270000
44073,3374.990000,1,3374.990000,3374.990000,3374.990000
44074,844.104300,3,281.368100,5.186500,419.458900
44075,26447.022000,9,2938.558000,5.700000,8159.976000
44076,4079.988000,2,2039.994000,2039.994000,2039.994000
44077,6105.329300,8,763.166162,20.186500,2624.382000
44078,28045.335800,8,3505.666975,714.704300,10124.970000
44079,25706.483100,27,952.091966,20.746000,4293.924000
44080,11.400000,1,11.400000,11.400000,11.400000
44081,37536.963200,16,2346.060200,11.400000,10124.970000
44082,2039.994000,1,2039.994000,2039.994000,2039.994000
44083,1362.306700,4,340.576675,10.373000,874.794000
44084,8129.976000,2,4064.988000,4049.988000,4079.988000
44085,20644.234300,21,983.058776,10.373000,8587.848000
44086,73761.526600,21,3512.453647,51.865000,10199.970000
44087,5007.720000,2,2503.860000,713.796000,4293.924000
44088,419.458900,1,419.458900,419.458900,419.458900
44089,2097.294500,3,699.098166,419.458900,838.917800
44090,6654.702300,13,511.900176,10.373000,1749.588000
44091,4492.704300,7,641.814900,20.186500,1749.588000
44092,4075.034100,8,509.379262,20.746000,874.794000
44093,10680.725100,19,562.143426,20.186500,1749.588000
44094,4079.988000,1,4079.988000,4079.988000,4079.988000
44095,42341.075000,9,4704.563888,714.704300,10199.970000
44096,8129.976000,2,4064.988000,4049.988000,4079.988000
44097,6035.824600,12,502.985383,20.186500,1749.588000
44098,16369.154500,6,2728.192416,109.202500,6074.982000
44099,12499.447100,6,2083.241183,28.840400,8587.848000
44100,81164.232876,21,3864.963470,20.186500,21101.787476
44101,9794.642200,4,2448.660550,183.938200,8587.848000
44102,3513.944800,5,702.788960,86.521200,1749.588000
44103,3814.343500,5,762.868700,10.373000,1677.835600
44104,4079.988000,2,2039.994000,2039.994000,2039.994000
44105,6101.382000,4,1525.345500,11.400000,2039.994000
44106,419.458900,1,419.458900,419.458900,419.458900
44107,16185.429200,21,770.734723,20.186500,2624.382000
44108,2169.046900,2,1084.523450,419.458900,1749.588000
44109,13837.085500,15,922.472366,5.186500,4293.924000
44110,16667.307700,22,757.604895,15.559500,3499.176000
44111,11641.320900,19,612.701100,20.186500,2624.382000
44112,32444.904000,5,6488.980800,2039.994000,16199.952000
44113,40510.304200,15,2700.686946,10.373000,12149.964000
44114,33478.911400,22,1521.768700,10.373000,6440.886000
44115,66848.387800,19,3518.336200,10.373000,18359.946000
44116,20351.340000,6,3391.890000,11.400000,6119.982000
44117,12907.771700,16,806.735731,183.938200,2146.962000
44118,3427.423600,3,1142.474533,419.458900,1749.588000
44119,49096.107500,11,4463.282500,10.373000,14279.958000
44120,26967.129300,15,1797.808620,15.559500,8159.976000
44121,64713.954700,14,4622.425335,34.200000,18359.946000
44122,4064.988000,2,2032.494000,2024.994000,2039.994000
44123,874.794000,1,874.794000,874.794000,874.794000
44124,15439.035700,21,735.192176,20.186500,2624.382000
44125,2604.065300,3,868.021766,15.559500,1749.588000
44126,14263.458000,7,2037.636857,11.400000,4079.988000
44127,91014.785300,22,4137.035695,15.559500,12239.964000
44128,18542.172600,11,1685.652054,20.186500,6074.982000
44129,55699.803700,30,1856.660123,31.119000,8747.940000
44130,35410.998300,9,3934.555366,20.186500,12239.964000
44131,20514.285900,10,2051.428590,28.840400,6074.982000
44132,4049.988000,1,4049.988000,4049.988000,4049.988000
44133,25686.518600,17,1510.971682,20.186500,8587.848000
44134,3578.270000,1,3578.270000,3578.270000,3578.270000
44135,3578.270000,1,3578.270000,3578.270000,3578.270000
44136,3578.270000,1,3578.270000,3578.270000,3578.270000
44137,3578.270000,1,3578.270000,3578.270000,3578.270000
44138,3578.270000,1,3578.270000,3578.270000,3578.270000
44139,3578.270000,1,3578.270000,3578.270000,3578.270000
44140,3578.270000,1,3578.270000,3578.270000,3578.270000
44141,3578.270000,1,3578.270000,3578.270000,3578.270000
44142,3578.270000,1,3578.270000,3578.270000,3578.270000
44143,3578.270000,1,3578.270000,3578.270000,3578.270000
44144,3578.270000,1,3578.270000,3578.270000,3578.270000
44145,3578.270000,1,3578.270000,3578.270000,3578.270000
44146,3578.270000,1,3578.270000,3578.270000,3578.270000
44147,3578.270000,1,3578.270000,3578.270000,3578.270000
44148,3578.270000,1,3578.270000,3578.270000,3578.270000
44149,3578.270000,1,3578.270000,3578.270000,3578.270000
44150,3578.270000,1,3578.270000,3578.270000,3578.270000
